da_id,population_2016,population_0_to_14,percent_children
35240949,479,70,0.1461
35370605,869,135,0.1554
35300390,462,50,0.1082
35570353,694,35,0.0504
35530163,558,15,0.0269
35180406,479,40,0.0835
35201397,491,60,0.1222
35180881,443,80,0.1806
35181233,548,150,0.2737
35201427,482,60,0.1245
35300454,546,60,0.1099
35230298,503,75,0.1491
35360437,127,30,0.2362
35211141,370,75,0.2027
35204145,1834,395,0.2154
35190935,1167,180,0.1542
35204820,3025,135,0.0446
35340211,581,95,0.1635
35580186,464,75,0.1616
35290142,436,80,0.1835
35240635,488,80,0.1639
35370352,291,55,0.189
35240182,360,55,0.1528
35150317,555,85,0.1532
35060200,393,45,0.1145
35061402,1158,305,0.2634
35060510,702,75,0.1068
35300013,476,85,0.1786
35300058,893,235,0.2632
35490157,587,65,0.1107
35204693,485,75,0.1546
35470176,1000,255,0.255
35210495,293,45,0.1536
35203928,826,130,0.1574
35201478,428,80,0.1869
35100059,588,110,0.1871
35150224,1233,110,0.0892
35290305,518,75,0.1448
35250044,419,65,0.1551
35240759,564,75,0.133
35431046,447,55,0.123
35380247,553,60,0.1085
35191240,864,205,0.2373
35061643,393,50,0.1272
35180496,842,130,0.1544
35190189,610,85,0.1393
35060725,756,140,0.1852
35410159,1041,235,0.2257
35210074,389,70,0.1799
35220112,1338,310,0.2317
35390954,1319,295,0.2237
35190533,480,75,0.1563
35201857,1119,235,0.21
35202246,396,60,0.1515
35202368,524,135,0.2576
35180908,603,75,0.1244
35150143,439,70,0.1595
35100283,255,30,0.1176
35201752,267,40,0.1498
35370769,425,60,0.1412
35480144,725,70,0.0966
35300647,382,55,0.144
35300860,592,140,0.2365
35204028,2478,470,0.1897
35203576,500,80,0.16
35202248,449,75,0.167
35201877,258,35,0.1357
35340222,743,110,0.148
35320156,1013,210,0.2073
35240918,567,85,0.1499
35370784,772,155,0.2008
35100115,365,40,0.1096
35340126,388,65,0.1675
35580051,389,60,0.1542
35230440,492,165,0.3354
35204600,934,10,0.0107
35440265,597,90,0.1508
35570093,413,55,0.1332
35470319,938,125,0.1333
35360359,732,170,0.2322
35370827,477,65,0.1363
35260229,969,110,0.1135
35211720,632,135,0.2136
35204550,422,75,0.1777
35260484,511,50,0.0978
35201161,263,15,0.057
35600261,0,NULL,NULL
35250958,470,65,0.1383
35400181,507,75,0.1479
35204586,486,20,0.0412
35240724,880,55,0.0625
35580399,723,130,0.1798
35320254,828,135,0.163
35160141,607,100,0.1647
35190801,557,40,0.0718
35061774,694,60,0.0865
35240005,491,75,0.1527
35290010,713,135,0.1893
35200815,657,110,0.1674
35300762,523,140,0.2677
35060617,583,55,0.0943
35100285,50,20,0.4
35202814,324,45,0.1389
35430810,502,70,0.1394
35060450,478,80,0.1674
35211460,3828,545,0.1424
35370334,445,55,0.1236
35201432,504,45,0.0893
35020186,733,75,0.1023
35202974,362,60,0.1657
35190442,445,45,0.1011
35190797,1079,135,0.1251
35490176,573,80,0.1396
35360463,339,35,0.1032
35370298,507,70,0.1381
35290252,480,110,0.2292
35300086,442,35,0.0792
35390722,527,90,0.1708
35203147,891,150,0.1684
35140162,555,70,0.1261
35204348,2121,345,0.1627
35230301,474,75,0.1582
35480057,471,85,0.1805
35203596,321,35,0.109
35190150,329,50,0.152
35010327,587,95,0.1618
35431232,0,NULL,NULL
35230379,1807,465,0.2573
35204697,540,65,0.1204
35560225,457,75,0.1641
35240929,8098,2460,0.3038
35490207,317,65,0.205
35300813,581,95,0.1635
35210490,550,65,0.1182
35180452,300,30,0.1
35180698,3590,1010,0.2813
35160146,479,70,0.1461
35181220,838,305,0.364
35212119,2817,490,0.1739
35410182,514,65,0.1265
35370325,485,160,0.3299
35203672,404,55,0.1361
35202486,432,60,0.1389
35260102,395,40,0.1013
35300878,563,115,0.2043
35320283,541,85,0.1571
35420217,518,90,0.1737
35204666,2606,200,0.0767
35260720,517,75,0.1451
35180562,770,100,0.1299
35060720,246,35,0.1423
35200004,384,55,0.1432
35201497,497,100,0.2012
35204806,415,50,0.1205
35240474,653,110,0.1685
35230437,277,65,0.2347
35420242,461,60,0.1302
35360255,518,130,0.251
35061835,631,80,0.1268
35201062,299,35,0.1171
35190098,556,75,0.1349
35190012,490,30,0.0612
35201590,571,70,0.1226
35250727,399,65,0.1629
35560197,453,75,0.1656
35020204,537,90,0.1676
35203363,344,30,0.0872
35202630,536,75,0.1399
35430869,749,75,0.1001
35210791,257,45,0.1751
35360250,451,110,0.2439
35360324,470,55,0.117
35590103,0,NULL,NULL
35190499,408,40,0.098
35061471,479,80,0.167
35390343,287,50,0.1742
35260115,391,45,0.1151
35240850,1030,280,0.2718
35440251,465,45,0.0968
35180725,239,40,0.1674
35060118,444,55,0.1239
35190427,406,50,0.1232
35240625,443,75,0.1693
35580408,271,30,0.1107
35320221,550,75,0.1364
35201063,779,90,0.1155
35370759,644,90,0.1398
35430698,571,115,0.2014
35560258,476,80,0.1681
35240359,502,65,0.1295
35440208,569,90,0.1582
35370639,532,65,0.1222
35180162,584,85,0.1455
35060389,434,15,0.0346
35180199,352,35,0.0994
35061185,554,105,0.1895
35211751,768,135,0.1758
35430638,479,55,0.1148
35250670,299,25,0.0836
35150283,546,95,0.174
35201442,738,75,0.1016
35203219,386,70,0.1813
35061231,808,150,0.1856
35400126,490,85,0.1735
35211702,1194,215,0.1801
35370123,514,60,0.1167
35300084,601,75,0.1248
35061315,761,115,0.1511
35200877,416,55,0.1322
35580116,465,55,0.1183
35370389,435,95,0.2184
35203842,556,90,0.1619
35240645,556,75,0.1349
35210793,447,70,0.1566
35110108,408,45,0.1103
35090131,489,80,0.1636
35061193,610,80,0.1311
35202845,361,35,0.097
35191206,507,130,0.2564
35202735,1479,415,0.2806
35100125,840,165,0.1964
35370146,1468,300,0.2044
35310166,460,50,0.1087
35201876,1739,380,0.2185
35180775,426,75,0.1761
35360317,842,165,0.196
35203087,527,60,0.1139
35180254,474,35,0.0738
35230091,432,50,0.1157
35204107,881,85,0.0965
35180436,252,30,0.119
35191183,691,140,0.2026
35211952,513,100,0.1949
35201278,509,110,0.2161
35120381,641,115,0.1794
35180934,777,130,0.1673
35203300,437,75,0.1716
35200692,320,45,0.1406
35390669,2179,360,0.1652
35340136,618,120,0.1942
35440175,674,95,0.1409
35210520,580,75,0.1293
35580367,306,30,0.098
35060743,487,80,0.1643
35060038,410,70,0.1707
35190260,1771,145,0.0819
35260435,745,105,0.1409
35181196,286,25,0.0874
35400210,422,90,0.2133
35590091,478,95,0.1987
35430955,777,135,0.1737
35100101,318,100,0.3145
35211845,459,90,0.1961
35204663,466,45,0.0966
35202249,317,65,0.205
35060143,476,70,0.1471
35220082,1780,400,0.2247
35204740,1491,165,0.1107
35360322,464,85,0.1832
35160113,1232,145,0.1177
35070229,499,25,0.0501
35430952,462,85,0.184
35204571,926,130,0.1404
35010384,0,NULL,NULL
35202344,545,140,0.2569
35060539,1239,190,0.1533
35290026,523,70,0.1338
35190542,381,65,0.1706
35390754,0,NULL,NULL
35370785,360,50,0.1389
35120385,677,140,0.2068
35390285,558,80,0.1434
35100159,313,20,0.0639
35070279,503,85,0.169
35212058,1059,190,0.1794
35390739,884,190,0.2149
35240060,575,110,0.1913
35210013,443,65,0.1467
35240162,468,80,0.1709
35260457,445,80,0.1798
35200951,611,65,0.1064
35202235,496,75,0.1512
35190246,327,30,0.0917
35210487,242,25,0.1033
35190761,983,165,0.1679
35070227,498,85,0.1707
35200393,890,110,0.1236
35240318,838,160,0.1909
35203377,555,80,0.1441
35200222,843,85,0.1008
35180486,279,40,0.1434
35060417,865,80,0.0925
35060482,494,45,0.0911
35200064,660,95,0.1439
35240479,381,50,0.1312
35260094,547,65,0.1188
35290025,448,95,0.2121
35431127,1320,225,0.1705
35580031,995,145,0.1457
35230283,539,140,0.2597
35240889,765,225,0.2941
35530356,1313,270,0.2056
35060325,476,10,0.021
35061692,529,85,0.1607
35020137,477,50,0.1048
35180691,489,65,0.1329
35201216,549,70,0.1275
35100248,566,65,0.1148
35260204,594,90,0.1515
35470246,709,135,0.1904
35212114,780,115,0.1474
35560286,391,35,0.0895
35211480,775,115,0.1484
35204481,528,120,0.2273
35430585,473,70,0.148
35430670,1137,345,0.3034
35211724,880,175,0.1989
35230480,395,55,0.1392
35260383,424,25,0.059
35250128,442,70,0.1584
35250199,3055,720,0.2357
35180430,505,65,0.1287
35200830,1252,130,0.1038
35180980,1690,440,0.2604
35201288,569,75,0.1318
35060333,540,10,0.0185
35202379,376,60,0.1596
35010258,482,70,0.1452
35120292,605,75,0.124
35070247,362,50,0.1381
35201593,370,45,0.1216
35203223,222,30,0.1351
35061234,398,70,0.1759
35210567,857,165,0.1925
35600240,293,100,0.3413
35301017,1319,290,0.2199
35211484,845,125,0.1479
35370090,409,50,0.1222
35211510,857,135,0.1575
35300247,1247,155,0.1243
35240668,501,115,0.2295
35260759,626,85,0.1358
35211916,718,150,0.2089
35210896,771,125,0.1621
35230216,529,85,0.1607
35211000,443,35,0.079
35190287,258,35,0.1357
35202027,375,55,0.1467
35190771,1266,190,0.1501
35190438,394,45,0.1142
35203375,308,35,0.1136
35203651,523,60,0.1147
35203209,614,95,0.1547
35203378,642,80,0.1246
35181202,418,135,0.323
35191233,405,40,0.0988
35061826,519,105,0.2023
35060024,277,30,0.1083
35210067,522,110,0.2107
35211442,1379,265,0.1922
35490206,548,55,0.1004
35390635,545,95,0.1743
35530243,337,35,0.1039
35370116,451,85,0.1885
35230461,739,100,0.1353
35260335,1733,370,0.2135
35430877,514,80,0.1556
35200455,407,50,0.1229
35203435,776,110,0.1418
35061568,3679,1045,0.284
35120100,834,80,0.0959
35120136,486,70,0.144
35203635,587,70,0.1193
35150144,561,80,0.1426
35210037,221,25,0.1131
35570283,493,70,0.142
35370583,856,170,0.1986
35390027,340,60,0.1765
35530117,423,65,0.1537
35431024,501,105,0.2096
35280186,419,45,0.1074
35250341,638,60,0.094
35220107,1056,195,0.1847
35210263,666,110,0.1652
35530139,700,90,0.1286
35370292,866,130,0.1501
35210799,407,75,0.1843
35470250,602,105,0.1744
35061385,511,105,0.2055
35160120,496,100,0.2016
35061679,715,80,0.1119
35180204,518,50,0.0965
35100331,2674,625,0.2337
35181122,732,135,0.1844
35200325,309,35,0.1133
35530054,472,60,0.1271
35230426,397,55,0.1385
35390917,926,185,0.1998
35204592,2007,140,0.0698
35061282,1737,345,0.1986
35020128,624,110,0.1763
35060253,302,5,0.0166
35061651,680,45,0.0662
35201882,509,70,0.1375
35010209,432,60,0.1389
35120095,492,55,0.1118
35201988,303,40,0.132
35201872,629,75,0.1192
35190448,1011,120,0.1187
35190940,619,55,0.0889
35180220,1560,380,0.2436
35100292,793,100,0.1261
35060862,756,145,0.1918
35203255,539,95,0.1763
35230384,359,60,0.1671
35210060,693,125,0.1804
35300504,722,125,0.1731
35250918,1902,10,0.0053
35380333,362,75,0.2072
35470222,525,70,0.1333
35204573,572,60,0.1049
35390882,386,60,0.1554
35201281,478,100,0.2092
35090199,559,100,0.1789
35140252,1735,165,0.0951
35181036,307,50,0.1629
35590122,481,100,0.2079
35310203,552,95,0.1721
35210528,867,135,0.1557
35320185,521,85,0.1631
35480133,403,70,0.1737
35250042,247,20,0.081
35430970,718,85,0.1184
35211145,345,50,0.1449
35240099,504,80,0.1587
35300941,3889,1120,0.288
35210946,1287,210,0.1632
35212175,3231,870,0.2693
35150262,535,80,0.1495
35020136,652,100,0.1534
35061041,587,40,0.0681
35191149,560,55,0.0982
35204020,1947,205,0.1053
35120398,519,60,0.1156
35360377,502,70,0.1394
35260101,502,75,0.1494
35230502,527,125,0.2372
35211425,899,105,0.1168
35204878,0,NULL,NULL
35211901,702,165,0.235
35180431,890,145,0.1629
35180103,356,10,0.0281
35150256,486,80,0.1646
35061611,387,50,0.1292
35202988,451,45,0.0998
35201621,298,35,0.1174
35200755,446,25,0.0561
35200902,674,25,0.0371
35180203,384,45,0.1172
35190644,377,50,0.1326
35200538,2241,310,0.1383
35100304,625,115,0.184
35210579,360,35,0.0972
35204429,587,100,0.1704
35260105,399,60,0.1504
35211775,753,185,0.2457
35250342,532,110,0.2068
35490179,882,80,0.0907
35200217,412,60,0.1456
35150236,658,85,0.1292
35190798,462,55,0.119
35201370,377,80,0.2122
35202141,451,45,0.0998
35201198,977,130,0.1331
35061232,526,80,0.1521
35060889,308,60,0.1948
35310227,544,120,0.2206
35540142,225,15,0.0667
35310219,907,165,0.1819
35204514,458,80,0.1747
35560304,355,45,0.1268
35290129,973,220,0.2261
35290325,1777,460,0.2589
35060909,363,75,0.2066
35180933,518,55,0.1062
35061880,1121,270,0.2409
35190746,321,40,0.1246
35061766,682,25,0.0367
35190684,428,55,0.1285
35120368,607,95,0.1565
35431237,44,10,0.2273
35370620,462,45,0.0974
35320191,519,80,0.1541
35260283,1161,35,0.0301
35300386,465,40,0.086
35250477,521,85,0.1631
35580134,506,70,0.1383
35203760,450,75,0.1667
35203149,1085,120,0.1106
35100165,479,60,0.1253
35200322,374,40,0.107
35190281,382,75,0.1963
35300830,1250,190,0.152
35210607,391,60,0.1535
35390915,825,135,0.1636
35240695,608,155,0.2549
35210772,1461,290,0.1985
35530249,1633,350,0.2143
35260242,489,75,0.1534
35370321,435,55,0.1264
35211283,603,95,0.1575
35530156,318,40,0.1258
35380300,406,60,0.1478
35180624,516,95,0.1841
35202733,1944,360,0.1852
35061563,532,125,0.235
35061033,518,90,0.1737
35140238,376,90,0.2394
35150096,550,80,0.1455
35060053,742,125,0.1685
35100306,628,115,0.1831
35300944,1680,375,0.2232
35250956,676,25,0.037
35250649,730,180,0.2466
35300012,441,75,0.1701
35410176,1437,200,0.1392
35210981,660,115,0.1742
35060168,694,80,0.1153
35150343,881,95,0.1078
35203712,400,35,0.0875
35203676,534,65,0.1217
35140242,467,75,0.1606
35181231,657,185,0.2816
35200693,475,60,0.1263
35160213,827,125,0.1511
35220101,768,140,0.1823
35250639,682,140,0.2053
35300255,210,25,0.119
35480233,407,20,0.0491
35210222,488,75,0.1537
35240056,915,185,0.2022
35310197,458,50,0.1092
35400120,424,70,0.1651
35201691,566,80,0.1413
35020075,612,105,0.1716
35203409,430,55,0.1279
35202151,521,150,0.2879
35204750,562,80,0.1423
35204814,930,85,0.0914
35380149,446,80,0.1794
35230427,385,60,0.1558
35250089,533,65,0.122
35240849,884,290,0.3281
35250422,727,25,0.0344
35210855,695,110,0.1583
35520102,466,55,0.118
35210438,624,85,0.1362
35390313,468,50,0.1068
35530310,844,150,0.1777
35300431,469,90,0.1919
35204711,1981,365,0.1843
35202112,637,100,0.157
35061337,996,130,0.1305
35190897,430,85,0.1977
35203579,455,65,0.1429
35200031,1142,195,0.1708
35191131,794,170,0.2141
35212102,1166,45,0.0386
35204398,558,100,0.1792
35250589,685,90,0.1314
35530325,483,80,0.1656
35230361,1007,165,0.1639
35580184,840,140,0.1667
35360404,68,10,0.1471
35370266,1268,40,0.0315
35260184,373,70,0.1877
35360469,229,55,0.2402
35180668,545,90,0.1651
35190196,709,80,0.1128
35200979,525,115,0.219
35190998,415,45,0.1084
35061189,753,55,0.073
35570362,733,55,0.075
35431140,361,60,0.1662
35211906,883,215,0.2435
35370326,525,65,0.1238
35560313,226,20,0.0885
35180723,416,75,0.1803
35060585,319,40,0.1254
35190780,2845,630,0.2214
35203748,363,50,0.1377
35190048,653,120,0.1838
35100110,430,60,0.1395
35061410,650,160,0.2462
35201339,370,35,0.0946
35204747,1544,285,0.1846
35204413,1002,290,0.2894
35540127,426,65,0.1526
35300922,2932,820,0.2797
35300966,644,90,0.1398
35300438,1572,125,0.0795
35190568,336,45,0.1339
35190834,464,65,0.1401
35203846,344,20,0.0581
35203241,537,75,0.1397
35190734,763,125,0.1638
35580158,338,40,0.1183
35240505,619,140,0.2262
35220151,573,75,0.1309
35204562,577,50,0.0867
35370862,429,50,0.1166
35420190,429,30,0.0699
35300425,233,55,0.2361
35211355,575,80,0.1391
35580336,418,55,0.1316
35061279,1491,125,0.0838
35202290,1405,270,0.1922
35200640,566,105,0.1855
35200148,407,55,0.1351
35090154,833,75,0.09
35260474,545,110,0.2018
35300208,434,65,0.1498
35260174,514,80,0.1556
35390940,648,20,0.0309
35211244,504,120,0.2381
35430777,1570,245,0.1561
35260707,477,85,0.1782
35431254,818,120,0.1467
35200959,653,105,0.1608
35140260,439,65,0.1481
35250240,593,100,0.1686
35240755,591,85,0.1438
35340163,590,165,0.2797
35210754,677,120,0.1773
35300751,513,65,0.1267
35340023,656,30,0.0457
35590117,491,75,0.1527
35430618,796,95,0.1193
35100156,921,190,0.2063
35190753,478,60,0.1255
35060368,538,55,0.1022
35201987,835,100,0.1198
35150137,938,85,0.0906
35202224,307,35,0.114
35520110,454,70,0.1542
35190144,540,75,0.1389
35431101,526,55,0.1046
35210612,408,35,0.0858
35240730,471,70,0.1486
35230407,397,40,0.1008
35250940,471,65,0.138
35370665,681,120,0.1762
35300028,673,90,0.1337
35250088,460,55,0.1196
35240826,673,195,0.2897
35390155,353,60,0.17
35200593,740,115,0.1554
35191293,4250,1020,0.24
35180305,439,70,0.1595
35200242,439,45,0.1025
35190192,4968,1230,0.2476
35201900,464,75,0.1616
35230278,709,110,0.1551
35240476,587,125,0.2129
35211680,519,125,0.2408
35240738,606,95,0.1568
35204684,632,30,0.0475
35580337,405,40,0.0988
35203423,578,95,0.1644
35200127,820,130,0.1585
35202572,664,110,0.1657
35190019,502,70,0.1394
35060891,562,55,0.0979
35260506,593,75,0.1265
35300481,438,70,0.1598
35410201,798,115,0.1441
35204848,912,60,0.0658
35260732,449,40,0.0891
35250739,532,85,0.1598
35240126,477,80,0.1677
35420191,589,85,0.1443
35191202,594,105,0.1768
35120311,716,90,0.1257
35060576,470,80,0.1702
35060301,474,90,0.1899
35204009,1189,140,0.1177
35191040,6540,1105,0.169
35190383,287,45,0.1568
35250871,530,85,0.1604
35400167,387,60,0.155
35250628,421,25,0.0594
35370264,387,90,0.2326
35431159,723,80,0.1107
35210852,1350,235,0.1741
35570317,751,150,0.1997
35230156,385,55,0.1429
35530264,681,130,0.1909
35370565,672,125,0.186
35201445,368,45,0.1223
35204334,321,30,0.0935
35010228,617,95,0.154
35203946,4226,780,0.1846
35180059,495,70,0.1414
35204142,2594,125,0.0482
35200432,377,60,0.1592
35570333,0,NULL,NULL
35570042,385,35,0.0909
35250701,546,120,0.2198
35600326,0,NULL,NULL
35360496,102,15,0.1471
35370351,543,90,0.1657
35570330,124,20,0.1613
35180875,735,100,0.1361
35190066,424,55,0.1297
35250578,786,200,0.2545
35370397,445,75,0.1685
35310220,965,205,0.2124
35204853,380,75,0.1974
35370286,462,60,0.1299
35250074,315,35,0.1111
35320235,1538,330,0.2146
35210935,413,75,0.1816
35180589,402,45,0.1119
35061030,519,45,0.0867
35203471,590,120,0.2034
35070250,476,45,0.0945
35300134,502,65,0.1295
35220120,458,80,0.1747
35560273,543,80,0.1473
35410228,541,85,0.1571
35150295,594,55,0.0926
35202949,697,95,0.1363
35300804,1398,365,0.2611
35204415,913,155,0.1698
35230421,526,80,0.1521
35310120,708,155,0.2189
35390275,363,50,0.1377
35204337,637,145,0.2276
35201349,494,95,0.1923
35061820,448,60,0.1339
35300806,830,170,0.2048
35300485,778,110,0.1414
35290030,526,65,0.1236
35230362,1886,420,0.2227
35301004,780,135,0.1731
35300330,505,80,0.1584
35431190,456,50,0.1096
35211827,3021,610,0.2019
35020104,733,140,0.191
35201158,856,125,0.146
35010222,500,80,0.16
35200313,0,NULL,NULL
35390814,441,65,0.1474
35300344,960,165,0.1719
35250079,301,40,0.1329
35061553,1015,80,0.0788
35201441,480,50,0.1042
35200892,631,45,0.0713
35202156,584,130,0.2226
35530294,860,125,0.1453
35180113,461,60,0.1302
35181109,804,140,0.1741
35201418,425,50,0.1176
35181141,820,120,0.1463
35150250,538,70,0.1301
35230420,526,70,0.1331
35211910,889,235,0.2643
35181094,886,315,0.3555
35260126,488,45,0.0922
35212046,1198,250,0.2087
35250494,348,30,0.0862
35203153,601,110,0.183
35201155,413,65,0.1574
35202302,506,95,0.1877
35201569,437,55,0.1259
35250238,840,185,0.2202
35204778,748,110,0.1471
35260398,422,50,0.1185
35150268,645,130,0.2016
35203276,576,95,0.1649
35010307,464,70,0.1509
35390596,545,70,0.1284
35250298,548,60,0.1095
35300877,1721,355,0.2063
35301013,698,110,0.1576
35360459,391,50,0.1279
35260248,408,60,0.1471
35600323,567,50,0.0882
35230177,475,50,0.1053
35202270,518,80,0.1544
35061174,365,40,0.1096
35530333,479,60,0.1253
35204676,4631,245,0.0529
35200711,464,90,0.194
35010393,0,NULL,NULL
35201443,388,35,0.0902
35060724,439,55,0.1253
35100244,542,10,0.0185
35240210,830,50,0.0602
35390587,477,65,0.1363
35410192,357,40,0.112
35580065,452,80,0.177
35201356,372,75,0.2016
35190705,451,70,0.1552
35180948,530,90,0.1698
35180982,327,60,0.1835
35300147,623,105,0.1685
35204771,647,85,0.1314
35400183,493,60,0.1217
35360220,396,65,0.1641
35370178,370,55,0.1486
35240412,438,80,0.1826
35202241,877,95,0.1083
35061403,757,195,0.2576
35202377,543,130,0.2394
35230373,397,80,0.2015
35211876,541,105,0.1941
35204054,1190,60,0.0504
35190348,320,50,0.1563
35202176,390,70,0.1795
35180453,821,125,0.1523
35200030,521,105,0.2015
35060456,368,50,0.1359
35190032,423,75,0.1773
35420211,586,80,0.1365
35600340,0,NULL,NULL
35211661,635,135,0.2126
35260633,468,50,0.1068
35560195,558,125,0.224
35204114,1080,25,0.0231
35580195,465,65,0.1398
35530304,588,50,0.085
35190769,680,75,0.1103
35140125,457,85,0.186
35370689,519,80,0.1541
35200603,685,105,0.1533
35200179,598,5,0.0084
35240933,627,225,0.3589
35211929,2540,600,0.2362
35212023,491,85,0.1731
35240394,444,50,0.1126
35061858,887,230,0.2593
35180780,423,55,0.13
35203606,528,75,0.142
35390894,298,50,0.1678
35580196,396,45,0.1136
35230158,824,80,0.0971
35240871,1034,330,0.3191
35180956,428,85,0.1986
35150073,403,70,0.1737
35380121,416,65,0.1563
35280269,480,95,0.1979
35530301,658,100,0.152
35360299,561,90,0.1604
35210428,491,80,0.1629
35060984,505,110,0.2178
35190480,340,30,0.0882
35100298,540,85,0.1574
35260524,505,100,0.198
35410185,518,90,0.1737
35430594,390,15,0.0385
35211747,535,105,0.1963
35280314,722,90,0.1247
35202352,482,95,0.1971
35190591,864,60,0.0694
35202902,478,75,0.1569
